Last Report Year,5 Digit NTDID,4 Digit NTDID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2016 Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,,,,
2016,50032,5032,Mass Transportation Authority(MTA),Active,Full Reporter,Flint,MI,2010,"Flint, MI",106,236,"356,218",Existing 2016,"$8,420,396","$9,526,775","$11,003,248","$11,985,640","$12,238,795","$23,199,360","$15,907,650","$28,717,196","$30,971,793","$28,704,780","$30,422,029","$25,883,053","$20,150,096","$25,992,500","$24,586,334","$34,322,886","$32,601,654","$33,905,615","$30,430,440","$32,508,355","$30,457,925","$41,172,901","$43,225,037","$29,424,915","$42,445,112","$38,706,754",,,,
2016,50033,5033,Interurban Transit Partnership(The Rapid),Active,Full Reporter,Grand Rapids,MI,2010,"Grand Rapids, MI",70,281,"569,935",Existing 2016,"$10,904,608","$11,042,675","$9,889,804","$10,171,277","$11,635,782","$19,351,125","$13,432,327","$19,946,228","$20,103,092","$19,787,831","$26,433,647","$25,921,582","$32,362,165","$41,157,753","$38,028,778","$35,717,528","$42,201,555","$40,868,199","$51,452,506","$51,491,877","$54,896,339","$64,268,151","$57,590,301","$67,584,941","$48,530,190","$54,306,372",,,,
2016,50034,5034,City of Jackson Transportation Authority(JTA),Active,Full Reporter,Jackson,MI,2010,"Jackson, MI",324,58,"90,057",Existing 2016,"$3,135,253","$3,160,228","$3,522,094","$3,012,216","$3,169,372","$3,413,054","$6,271,075","$3,703,538","$3,945,259","$4,807,056","$5,302,424","$5,567,153","$5,751,877","$6,346,730","$5,858,047","$5,247,192","$4,865,752","$4,529,461","$6,926,023","$6,463,829","$4,631,376","$5,363,397","$4,992,637","$4,607,602","$4,644,833","$4,832,792",,,,
2016,50035,5035,Kalamazoo Metro Transit System(Metro Transit),Active,Full Reporter,Kalamazoo,MI,2010,"Kalamazoo, MI",173,132,"209,703",Existing 2016,"$4,675,982","$4,333,788","$6,486,387","$4,580,065","$4,422,595","$4,787,223","$4,945,835","$7,330,366","$6,245,184","$9,528,976","$7,928,477","$9,333,262","$12,719,295","$10,526,623","$19,073,724","$16,001,208","$12,623,044","$14,261,963","$16,590,538","$14,287,325","$17,693,265","$15,670,483","$16,241,165","$16,128,765","$15,444,090","$10,729,282",,,,
2016,50036,5036,Capital Area Transportation Authority(CATA),Active,Full Reporter,Lansing,MI,2010,"Lansing, MI",118,158,"313,532",Existing 2016,"$15,768,695","$13,747,437","$12,331,317","$15,026,645","$13,828,244","$16,199,543","$22,347,003","$18,661,965","$21,400,447","$24,397,075","$30,859,877","$30,314,109","$35,477,385","$33,004,186","$33,073,402","$41,122,050","$39,597,700","$37,613,243","$40,918,248","$49,340,183","$47,445,643","$53,912,487","$51,375,956","$51,397,705","$62,442,083","$47,128,739",,,,
2016,50037,5037,Muskegon Area Transit System(MATS),Active,Reduced Reporter,Muskegon Heights,MI,2010,"Muskegon, MI",207,112,"161,280",Existing 2016,"$1,510,263","$1,600,743","$4,025,076","$1,936,639","$2,379,340","$1,673,136","$1,987,851","$1,826,772","$2,046,141","$2,999,708","$2,981,575","$6,559,794","$3,027,949","$2,540,388","$2,935,485","$2,902,577","$3,978,463","$2,914,527","$4,519,781","$3,031,756","$3,901,901","$5,305,044","$4,751,922","$5,910,085","$7,218,798","$4,492,181",,,,
2016,50038,5038,Niles Dial-A-Ride(DART),Active,Reduced Reporter,Niles,MI,2010,"South Bend, IN-MI",136,161,"278,165",Existing 2016,"$424,747","$372,866","$438,011","$423,418","$386,352","$686,766","$638,995","$467,745","$435,661","$510,451","$233,595","$473,875","$572,866","$583,631","$724,519","$727,181","$828,323",$0,$0,$0,"$532,972","$538,778","$560,959","$605,531","$610,683","$615,706",,,,
2016,50039,5039,Saginaw Transit Authority Regional Service(STARS),Active,Full Reporter,Saginaw,MI,2010,"Saginaw, MI",253,71,"126,265",Existing 2016,"$3,609,441","$4,270,786","$2,976,429","$3,120,522",$0,"$4,384,533","$4,387,608","$6,706,546","$6,966,140",$0,"$7,095,320","$9,355,108","$9,890,189","$8,600,236","$6,585,195","$7,417,195","$6,062,003","$6,566,251","$7,171,997","$9,867,068","$8,540,976","$7,450,800","$7,389,974","$6,570,369","$6,566,662","$5,356,249",,,,
2016,50040,5040,Ann Arbor Area Transportation Authority(AAATA),Active,Full Reporter,Ann Arbor,MI,2010,"Ann Arbor, MI",125,160,"306,022",Existing 2016,"$12,584,752","$13,713,621","$15,578,924","$14,620,871","$17,809,631","$17,694,311","$21,200,596","$16,917,215","$18,799,646","$23,624,358","$19,682,037","$23,576,236","$23,642,313","$27,732,069","$22,951,230","$23,047,525","$24,151,047","$34,920,386","$29,890,345","$30,363,011","$27,819,144","$39,486,833","$45,861,448","$38,664,099","$41,873,399","$52,216,064",,,,
2016,50041,5041,City of Anderson Transportation System(CATS),Active,Reduced Reporter,Anderson,IN,2010,"Anderson, IN",330,66,"88,133",Existing 2016,"$1,440,767","$1,801,799","$3,197,182","$2,225,746",$0,"$1,466,664","$1,671,291","$1,683,727","$1,790,999","$2,095,782","$2,832,952","$2,106,783",$0,"$2,178,131","$2,255,061","$2,007,769","$3,139,144","$2,334,512","$2,319,318","$2,548,245","$2,245,920","$2,308,101","$2,379,226","$3,393,041","$3,048,751","$2,718,452",,,,
2016,50042,5042,East Chicago Transit(ECT),Active,Full Reporter,East Chicago,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2016,$0,"$591,831","$637,345","$644,013","$1,355,105","$670,390","$978,464","$1,512,993","$1,262,387","$1,018,612","$1,093,200","$1,142,296","$1,087,708","$1,203,960",$0,"$1,361,491","$1,354,520","$1,380,529","$1,187,530","$1,381,849","$1,318,029","$1,237,587","$1,201,256","$1,260,113","$1,200,448","$1,184,929",,,,
2016,50043,5043,Metropolitan Evansville Transit System(METS),Active,Full Reporter,Evansville,IN,2010,"Evansville, IN-KY",159,119,"229,351",Existing 2016,"$2,829,567","$3,462,328","$3,106,816","$2,932,216","$4,578,083","$3,339,824","$4,095,328","$3,921,549","$3,867,066","$4,233,538","$4,999,951","$7,468,309","$5,028,312","$5,267,963","$5,368,735","$7,817,752","$7,054,970","$7,433,395","$7,304,309","$10,207,881","$6,986,420","$8,438,861","$7,789,909","$9,019,987","$8,848,988","$9,588,027",,,,
2016,50044,5044,Fort Wayne Public Transportation Corporation(Citilink),Active,Full Reporter,Fort Wayne,IN,2010,"Fort Wayne, IN",119,172,"313,492",Existing 2016,"$6,481,702","$5,612,715","$5,569,335","$6,166,132","$6,042,431","$5,891,655","$5,692,554","$9,017,459","$5,697,238","$7,623,989","$6,870,300","$8,916,590","$6,762,741","$8,356,283","$9,963,344","$10,127,162","$10,842,367","$14,035,243","$12,842,549","$16,380,037","$12,589,608","$17,681,967","$15,435,053","$13,603,224","$15,430,875","$13,430,994",,,,
2016,50045,5045,Gary Public Transportation Corporation(GPTC),Active,Full Reporter,Gary,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2016,"$5,330,790","$7,612,640","$6,267,921","$7,767,465","$8,422,151","$8,941,435","$8,275,000","$7,966,114","$10,306,878","$8,248,118","$8,309,349","$8,804,449","$7,034,896","$7,571,913","$8,215,693","$8,475,158","$8,248,579","$7,584,041","$7,823,617","$9,534,969","$6,044,370","$5,925,046","$6,006,668","$7,511,721","$5,976,607","$6,221,971",,,,
2016,50047,5047,Bloomington-Normal Public Transit System(Connect Transit),Active,Full Reporter,Normal,IL,2010,"Bloomington-Normal, IL",243,49,"132,600",Existing 2016,"$2,198,917","$5,603,397","$1,993,422","$2,062,851","$2,163,552","$2,238,195","$2,330,231","$2,443,965","$2,499,795","$2,720,866","$2,886,727","$3,052,858","$3,628,143","$7,407,690","$5,984,224","$4,977,432","$5,164,725","$6,518,514","$6,168,682","$13,844,741","$10,639,068","$8,523,333","$10,621,870","$10,357,757","$10,469,889","$13,899,631",,,,
2009,50048,5048,Northwest Indiana Community Action Corporation(NWICA),Inactive,Full Reporter,Crown Point,IN,2000,"Chicago, IL-IN",3,"2,123","8,307,904",Pre 2016,"$1,144,451","$1,325,430","$1,227,846","$1,033,499","$1,299,519",$0,"$1,649,965","$1,924,269","$2,488,274","$2,270,974","$2,714,918","$2,071,054","$2,123,639","$2,224,547","$2,230,799","$1,817,081","$1,518,366","$1,547,834","$125,526",,,,,,,,,,,
2000,50049,5049,Tradewinds Rehabilitation Ctr. Inc.,Inactive,Full Reporter,Gary,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,"$1,320,612","$889,531","$675,011","$670,404","$1,373,941",$0,$0,"$1,471,234","$1,799,352","$796,366",,,,,,,,,,,,,,,,,,,,
2016,50050,5050,Indianapolis and Marion County Public Transportation(IndyGo),Active,Full Reporter,Indianapolis,IN,2010,"Indianapolis, IN",33,706,"1,487,483",Existing 2016,"$22,112,105","$25,431,134","$23,522,578","$25,018,331","$2,725,597","$26,434,109","$33,690,284","$32,004,327","$33,020,509","$50,737,305","$45,729,023","$35,956,640","$48,741,348","$43,807,200","$50,108,161","$51,290,763","$53,478,059","$61,693,495","$71,194,169","$72,145,473","$65,410,156","$62,360,476","$64,471,784","$97,732,408","$89,819,421","$83,090,475",,,,
2016,50051,5051,Greater Lafayette Public Transportation Corporation(CityBus),Active,Full Reporter,Lafayette,IN,2010,"Lafayette, IN",223,64,"147,725",Existing 2016,"$3,388,564","$3,122,724","$3,264,573","$3,449,935","$3,260,709","$3,802,146","$3,880,902","$5,279,509","$6,032,227","$7,261,439","$5,721,551","$12,579,000","$6,850,049","$7,796,921","$8,318,283","$7,888,285","$10,873,928","$9,293,922","$15,702,440","$13,527,285","$17,217,832","$14,122,667","$15,320,738","$13,489,785","$17,561,671","$17,532,290",,,,
2016,50052,5052,South Bend Public Transportation Corporation(Transpo),Active,Full Reporter,South Bend,IN,2010,"South Bend, IN-MI",136,161,"278,165",Existing 2016,"$6,372,144","$5,882,554","$6,780,618","$5,966,711","$5,988,513","$6,670,415","$10,109,465","$6,722,735","$9,767,621","$10,735,569","$8,855,080","$11,683,126","$12,755,143","$15,423,042","$14,088,381","$9,935,372","$10,470,942","$11,287,717","$13,650,260","$26,010,933","$11,786,829","$11,595,064","$11,362,521","$17,878,785","$14,305,343","$14,001,978",,,,
2016,50053,5053,Terre Haute Transit Utility(THTU),Active,Full Reporter,Terre Haute,IN,2010,"Terre Haute, IN",316,53,"92,742",Existing 2016,"$1,109,660","$1,042,523","$1,835,503","$1,911,534","$2,228,363","$2,450,015","$12,088,429","$2,130,699","$2,046,079","$984,499","$1,488,314","$1,230,983","$1,427,763","$1,584,186","$1,581,095","$1,524,347","$1,750,273","$2,384,086","$2,649,737","$3,501,963","$2,845,615","$2,398,922","$2,490,410","$2,724,728","$2,813,746","$2,623,128",,,,
2016,50054,5054,Muncie Indiana Transit System(MITS),Active,Full Reporter,Muncie,IN,2010,"Muncie, IN",322,47,"90,580",Existing 2016,"$3,349,284","$4,233,199","$3,721,473","$4,868,882","$3,886,024","$3,850,670","$4,097,142","$5,137,233","$4,501,337","$7,539,032","$5,598,428","$5,807,851","$6,704,841","$5,826,496","$9,318,608","$6,271,038","$7,580,713","$6,633,302","$6,461,818","$9,164,911","$6,366,281","$7,827,300","$9,011,241","$7,965,312","$7,131,310","$6,914,693",,,,
2000,50055,5055,City of Loves Park Transit System,Inactive,Full Reporter,Loves Park,IL,1990,"Rockford, IL",123,91,"207,826",Pre 2016,"$456,162","$853,849","$486,950","$549,293",$0,$0,"$1,093,798","$850,668","$623,933","$725,281",,,,,,,,,,,,,,,,,,,,
2016,50056,5056,Greater Peoria Mass Transit District(CityLink),Active,Full Reporter,Peoria,IL,2010,"Peoria, IL",139,144,"266,921",Existing 2016,"$8,429,718","$9,058,841","$11,589,735","$6,885,334","$8,878,394","$6,734,814","$7,229,173","$8,729,674","$8,829,947","$8,644,207","$9,785,141","$14,319,633","$14,797,610","$14,290,706","$14,285,225","$14,323,571","$14,598,668","$16,516,328","$17,782,321","$20,500,509","$28,111,148","$25,539,458","$31,721,744","$25,865,355","$27,411,586","$26,069,105",,,,
2016,50057,5057,Rock Island County Metropolitan Mass Transit District(MetroLink),Active,Full Reporter,Moline ,IL,2010,"Davenport, IA-IL",134,138,"280,051",Existing 2016,"$4,980,890","$6,638,423","$4,573,475","$4,916,450","$5,329,296","$5,897,469","$6,693,868","$9,788,189","$7,855,977","$7,825,156","$8,630,146","$13,796,449","$16,391,272","$13,315,571","$12,033,255","$14,425,579","$12,785,783","$14,701,938","$14,793,558","$14,802,020","$21,793,386","$19,596,470","$33,195,361","$38,275,076","$21,010,362","$23,744,891",,,,
2016,50058,5058,Rockford Mass Transit District(RMTD),Active,Full Reporter,Rockford,IL,2010,"Rockford, IL",127,153,"296,863",Existing 2016,"$4,436,571","$5,051,361","$4,419,714","$10,960,764","$8,049,329","$5,247,107","$5,266,481","$5,255,967","$8,284,594","$7,897,160","$6,647,490","$7,297,445","$8,375,714","$9,447,424","$9,043,157","$9,619,418","$16,811,895","$15,874,341","$13,649,414","$17,547,381","$18,833,535","$15,954,705","$18,709,454","$16,156,653","$17,120,386","$16,925,609",,,,
2016,50059,5059,Springfield Mass Transit District(SMTD),Active,Full Reporter,Springfield,IL,2010,"Springfield, IL",206,92,"161,316",Existing 2016,"$4,562,845","$4,669,914","$4,939,048","$5,409,122","$5,279,121","$5,237,148","$7,548,852","$5,421,882","$6,069,820","$10,373,544","$7,163,998","$6,993,431","$8,058,929","$9,818,060","$7,669,562","$9,723,359","$9,234,160","$10,111,278","$12,513,643","$13,734,959","$16,384,274","$18,331,864","$15,326,203","$20,143,544","$16,543,125","$15,839,568",,,,
2016,50060,5060,Champaign-Urbana Mass Transit District(C-U MTD),Active,Full Reporter,Urbana,IL,2010,"Champaign, IL",224,47,"145,361",Existing 2016,"$7,839,091","$8,543,304","$10,309,441","$8,839,243","$11,354,937","$10,766,350","$15,725,588","$18,509,563","$15,601,640","$12,611,707","$13,714,095","$24,353,950","$27,926,998","$20,227,032","$20,197,749","$23,506,939","$24,132,052","$26,231,750","$27,435,729","$33,423,125","$48,469,486","$39,633,737","$38,672,232","$37,111,349","$36,113,715","$41,303,056",,,,
2016,50061,5061,Decatur Public Transit System(DPTS),Active,Full Reporter,Decatur,IL,2010,"Decatur, IL",313,59,"93,863",Existing 2016,"$2,086,278","$1,841,747","$2,286,878","$4,301,584","$3,613,996","$2,659,091","$2,046,305","$2,855,731","$2,295,442","$2,854,581","$3,206,888","$7,761,547","$4,065,801","$3,984,273","$4,158,108","$4,448,861","$4,795,285","$5,249,229","$5,236,562","$7,035,857","$7,015,426","$5,793,984","$6,014,165","$6,212,012","$6,307,115","$6,613,812",,,,
2008,50065,5065,Pekin Municipal Bus Service(COP),Inactive,Reduced Reporter,Pekin,IL,2000,"Peoria, IL",127,123,"247,172",Pre 2016,"$252,738","$259,272","$283,659","$277,481","$349,499","$433,914","$184,261","$240,554","$277,606","$285,191","$318,969",$0,$0,$0,$0,$0,$0,$0,,,,,,,,,,,,
2016,50066,5066,Chicago Transit Authority(CTA),Active,Full Reporter,Chicago,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2016,"$1,152,376,571","$1,019,367,241","$990,506,116","$999,065,250","$1,094,518,722","$1,082,671,896","$968,369,807","$944,814,708","$1,002,886,623","$1,128,124,950","$1,236,268,812","$1,402,758,121","$1,371,634,297","$1,428,767,896","$1,385,352,154","$1,683,336,288","$1,758,946,350","$2,195,883,855","$1,902,685,865","$1,487,419,524","$1,485,416,317","$1,582,328,320","$1,968,670,369","$1,876,479,624","$1,929,648,680","$1,853,566,671",,,,
2016,50088,5088,Shoreline Metro,Active,Full Reporter,Sheboygan,WI,2010,"Sheboygan, WI",388,33,"71,313",Existing 2016,"$2,199,527","$2,799,254","$3,242,761","$3,437,855","$3,599,648","$2,541,378","$3,735,835","$2,673,257","$2,980,860","$3,481,835","$5,405,531","$3,114,570","$4,777,808","$3,111,065","$4,666,589","$3,726,650","$4,075,632","$3,914,939","$3,633,957","$5,836,285","$4,117,278","$3,825,588","$3,827,921","$4,125,174","$3,765,839","$3,781,003",,,,
2016,50090,5090,Richland County Transit(RCT),Active,Reduced Reporter,Mansfield,OH,2010,"Mansfield, OH",372,50,"75,250",Existing 2016,"$889,237","$856,827","$2,234,804","$1,060,362","$1,091,330","$1,276,524","$1,637,248","$1,174,277","$1,446,184","$1,452,741","$1,604,314","$1,454,104","$1,394,391","$1,306,330","$1,671,887","$1,587,777","$2,081,652","$1,583,702","$1,575,938","$2,802,462","$1,982,600","$1,764,671","$1,787,015","$1,840,377","$2,039,679","$2,000,576",,,,
2016,50091,5091,Wausau Area Transit System(Metro Ride),Active,Reduced Reporter,Wausau,WI,2010,"Wausau, WI",375,47,"74,632",Existing 2016,"$1,501,381","$1,460,620","$1,645,091","$1,846,021","$4,673,970","$2,185,136","$2,634,873","$4,542,597","$2,347,800","$2,431,287","$2,490,120","$2,623,583","$2,755,991","$2,888,943","$3,994,833","$3,739,168","$3,870,685","$4,042,274","$6,677,817","$3,834,042","$5,850,659","$3,209,416","$3,109,205","$3,161,119","$2,822,637","$2,760,860",,,,
2016,50092,5092,City of Rochester Public Transportation(RPT),Active,Full Reporter,Rochester,MN,2010,"Rochester, MN",288,51,"107,677",Existing 2016,"$1,023,820","$957,836","$1,120,347","$2,029,537","$2,369,441","$1,746,139","$1,838,184","$2,118,187","$3,238,234","$4,095,656","$3,463,171","$3,137,875","$5,512,691","$5,223,791","$6,820,170","$4,119,885","$4,459,115","$5,178,872","$5,250,139","$8,260,584","$12,267,592","$13,301,574","$10,454,370","$9,202,497","$11,337,767","$7,663,750",,,,
2016,50093,5093,Lima Allen County Regional Transit Authority(LACRTA),Active,Reduced Reporter,Lima,OH,2010,"Lima, OH",381,52,"72,852",Existing 2016,"$822,939","$796,913","$1,704,129","$849,403",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,760,454","$3,031,016","$4,041,893","$4,688,409","$3,439,430","$3,121,367",,,,
2002,50094,5094,WAUKESHA COUNTY TRANSIT SYSTEM,Inactive,Full Reporter,Waukesha,WI,2000,"Milwaukee, WI",32,487,"1,308,913",Pre 2016,"$1,221,444","$1,338,889","$2,123,477","$2,237,017","$2,443,285","$2,563,756","$3,207,417","$3,787,614","$4,983,515","$4,340,021","$5,119,815","$4,775,921",,,,,,,,,,,,,,,,,,
2016,50095,5095,Lorain County Transit(LCT),Active,Reduced Reporter,Elyria,OH,2010,"Lorain-Elyria, OH",191,100,"180,956",Existing 2016,"$1,906,811","$2,129,212","$1,042,870","$1,892,366","$1,564,706","$1,755,410","$2,191,964","$2,606,825","$2,650,903","$3,732,015","$4,472,060","$5,074,905","$4,806,994","$4,563,007","$4,607,330","$5,620,465","$4,282,972","$4,512,178","$7,672,454","$3,218,570","$2,229,467","$1,565,358","$1,640,813","$1,493,461","$1,628,310","$1,541,717",,,,
2016,50096,5096,City of Waukesha Transit Commission(Waukesha Metro Transit),Active,Full Reporter,Waukesha,WI,2010,"Milwaukee, WI",35,546,"1,376,476",Existing 2016,"$1,373,510","$1,523,929","$1,738,238","$2,551,380","$3,439,867","$2,073,660","$2,413,111","$5,950,714","$2,839,501","$3,179,249","$3,435,852","$4,712,651","$11,115,716","$17,454,771","$8,706,238","$8,855,851","$9,815,572","$10,471,243","$9,101,913","$9,798,309","$10,670,835","$10,171,262","$9,394,727","$8,847,480","$12,256,707","$10,203,335",,,,
2004,50097,5097,Campus Bus Service(CBS),Inactive,Full Reporter,Kent,OH,2000,"Akron, OH",60,308,"570,215",Pre 2016,"$5,433,805","$2,544,233","$2,694,111","$1,703,330","$2,336,390","$2,023,575","$1,791,883","$1,992,997","$1,841,962","$1,955,464","$2,230,181","$2,155,602","$2,154,193","$1,987,322",,,,,,,,,,,,,,,,
2016,50098,5098,Michigan City Transit(MC Transit),Active,Reduced Reporter,Michigan City,IN,2010,"Michigan City-La Porte, IN-MI",418,39,"66,025",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,239,460","$1,457,763","$1,257,964","$1,730,572","$1,483,947",,,,
2016,50099,5099,Eau Claire Transit(ECT),Active,Full Reporter,Eau Claire,WI,2010,"Eau Claire, WI",297,69,"102,852",Existing 2016,"$1,403,756","$1,478,054","$1,483,463","$1,575,182","$1,691,190","$2,953,295","$6,414,227","$4,986,598","$2,610,691","$3,113,654","$4,606,940","$4,988,852","$3,589,113","$3,540,345","$3,827,206","$4,337,786","$4,471,062","$4,860,090","$4,662,977","$5,039,363","$7,045,064","$5,041,730","$6,917,990","$5,439,217","$5,339,334","$5,383,361",,,,
2009,50102,5102,Hammond Transit System(HTS),Inactive,Full Reporter,Hammond,IN,2000,"Chicago, IL-IN",3,"2,123","8,307,904",Pre 2016,"$685,688","$921,847","$1,278,005","$1,441,243","$1,502,861","$1,581,941","$1,653,254","$1,812,309","$1,892,462","$1,964,850","$2,049,877","$2,139,604","$2,090,491","$2,092,280","$2,205,116","$2,093,860","$2,118,647","$2,580,989","$2,233,704",,,,,,,,,,,
2016,50103,5103,North Township of Lake County Dial-A-Ride,Active,Full Reporter,Hammond,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2016,"$47,134","$106,666","$74,133","$132,232","$109,852","$236,387","$132,074","$137,704","$140,664","$154,414","$163,106",$0,"$226,836","$277,664","$238,732","$231,780","$252,851","$269,559","$240,190","$261,838","$281,010","$391,094","$715,720","$1,055,066","$1,190,225","$986,721",,,,
2016,50104,5104,Northern Indiana Commuter Transportation District(NICTD),Active,Full Reporter,Chesterton,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2016,"$31,862,755","$36,974,255","$25,636,146","$27,296,838","$30,467,014","$29,676,172","$29,797,553","$32,381,480","$50,254,796","$57,239,978","$50,564,567","$61,106,497","$63,504,836","$67,968,425","$62,279,292","$63,511,636","$88,550,018","$75,614,788","$70,809,020","$72,974,118","$65,766,576","$52,621,192","$53,585,125","$59,280,335","$58,704,305","$98,317,001",,,,
1997,50105,5105,Portage Township Transportation,Inactive,Full Reporter,Portage,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,"$114,496","$149,928","$83,067","$94,011","$120,073","$113,503",$0,,,,,,,,,,,,,,,,,,,,,,,
2016,50107,5107,Henderson Area Rapid Transit(HART),Active,Reduced Reporter,Henderson,KY,2010,"Evansville, IN-KY",159,119,"229,351",Existing 2016,"$282,367",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,695,584","$1,556,324","$1,338,205","$1,204,396","$1,175,082",,,,
2016,50108,5108,Janesville Transit System(JTS),Active,Reduced Reporter,Janesville,WI,2010,"Janesville, WI",396,31,"69,658",Existing 2016,"$1,278,014","$1,665,104","$1,943,332","$1,730,841","$1,743,708","$1,618,827","$1,507,082","$2,779,650","$2,570,377","$1,844,990","$1,960,236","$4,298,946","$2,107,927","$2,222,249","$2,356,851","$4,851,198","$2,944,814","$2,871,255","$2,801,612","$2,791,137","$3,221,662","$3,099,414","$3,463,242","$11,038,884","$3,363,385","$3,421,179",,,,
2016,50109,5109,City of Beloit Transit System(BTS),Active,Reduced Reporter,Beloit,WI,2010,"Beloit, WI-IL",432,34,"63,835",Existing 2016,"$1,161,740","$1,154,478","$1,367,232","$1,881,239","$2,705,336","$1,255,318","$2,035,101","$1,204,115","$1,289,554","$1,151,141","$1,274,904","$2,326,366","$1,400,178","$1,537,332","$1,785,768","$2,491,653","$2,910,679","$1,987,430","$2,798,166","$2,444,090","$2,298,451","$1,890,070","$1,964,237","$2,780,982","$2,062,621","$1,930,300",,,,
2016,50110,5110,Bloomington Public Transportation Corporation(BT),Active,Full Reporter,Bloomington,IN,2010,"Bloomington, IN",286,45,"108,657",Existing 2016,"$2,094,618","$1,936,237","$2,219,431","$2,062,792","$3,155,764","$9,139,797","$2,456,430","$2,409,863","$3,114,687","$3,115,621","$4,040,670","$4,734,979","$5,955,990","$4,267,917","$6,265,715","$5,974,321","$6,638,222","$9,788,282","$8,314,745","$6,221,774","$6,446,684","$7,397,595","$11,146,610","$10,515,364","$7,940,312","$8,383,308",,,,
1999,50112,5112,Milwaukee County Paratransit System,Inactive,Full Reporter,Milwaukee,WI,1990,"Milwaukee, WI",27,512,"1,226,293",Pre 2016,"$5,302,687","$5,987,368","$6,518,719","$7,951,942","$8,660,316","$8,879,570","$11,305,934","$14,944,565","$16,130,262",,,,,,,,,,,,,,,,,,,,,
2016,50113,5113,Pace - Suburban Bus Division(PACE),Active,Full Reporter,Arlington Heights,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2016,"$101,501,065","$123,441,489","$127,603,979","$133,253,804","$119,816,587","$136,188,089","$125,968,277","$123,519,011","$135,594,784","$152,126,254","$181,491,521","$163,126,745","$210,924,876","$166,641,111","$194,314,261","$234,989,661","$191,547,866","$202,491,643","$200,524,233","$222,265,431","$203,024,808","$232,256,633","$247,619,596","$275,843,956","$253,708,171","$291,756,997",,,,
1993,50115,5115,Goshen Transit System,Inactive,Full Reporter,South Bend,IN,1990,"Elkhart--Goshen, IN",228,52,"98,787",Pre 2016,"$85,081","$86,854","$88,956",,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,50117,5117,Laketran,Active,Full Reporter,Grand River,OH,2010,"Cleveland, OH",25,772,"1,780,673",Existing 2016,"$6,747,254","$12,451,714","$5,776,468","$6,367,768","$8,108,133","$5,490,417","$13,731,381","$12,370,922","$8,963,780","$12,369,472","$13,317,022","$11,712,047","$15,532,195","$12,015,856","$13,184,396","$17,446,854","$15,707,704","$14,676,451","$16,748,326","$16,857,784","$12,019,499","$13,160,278","$14,485,058","$14,817,780","$15,432,039","$24,008,325",,,,
2016,50118,5118,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail(Metra),Active,Full Reporter,Chicago,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2016,"$400,384,914","$650,304,253","$508,977,348","$526,940,994","$523,497,147","$543,830,632","$555,116,663","$538,766,844","$526,183,405","$600,887,954","$745,267,441","$786,894,273","$933,375,395","$881,673,172","$846,877,988","$773,075,768","$715,446,764","$741,748,129","$751,702,416","$858,608,061","$991,867,437","$925,958,864","$976,867,567","$950,496,528","$958,651,798","$985,880,935",,,,
2016,50119,5119,City of Detroit Department of Transportation(DDOT),Active,Full Reporter,Detroit,MI,2010,"Detroit, MI",11,"1,337","3,734,090",Existing 2016,"$135,739,342","$132,952,790","$135,069,252","$106,998,279","$127,476,119","$133,243,963","$176,663,044","$145,606,893","$160,020,827","$162,730,853","$211,837,785","$203,402,209","$189,246,741","$219,008,599","$195,872,988","$193,689,998","$197,709,713","$203,433,488","$203,240,064","$208,084,725","$179,699,297","$196,403,835","$152,872,607","$147,606,404","$148,801,446","$127,640,092",,,,
1994,50121,5121,Chicago & Northwestern Transportation Company,Inactive,Full Reporter,Chicago,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,"$132,967,436","$115,686,814","$90,819,122","$92,251,634",,,,,,,,,,,,,,,,,,,,,,,,,,
1994,50122,5122,Burlington Northern Railroad Company,Inactive,Full Reporter,Chicago,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,"$55,035,516","$27,650,612","$31,909,889","$33,131,586",,,,,,,,,,,,,,,,,,,,,,,,,,
